document_id,company,stock_code,document_type,source_file,page_number,failure_type,reason
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,8,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,9,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,10,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,11,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,12,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,13,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,14,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,15,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,16,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,17,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,18,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,19,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,20,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,21,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,22,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,23,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,24,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,25,needs_ocr,extracted text has fewer than 40 characters
600678_2024_supporting_5af803c2,四川金顶,600678,supporting,02_raw_pdf/600678_四川金顶/supporting/600678_中审亚太关于四川金顶2024年年度报告的信息披露监管问询函的回复1784019190446.pdf,26,needs_ocr,extracted text has fewer than 40 characters
600682_2024_annual_report_062c7ecc,南京新百,600682,annual_report,02_raw_pdf/600682_南京新百/annual_report/600682_南京新百2024年年度报告1784024827668.pdf,279,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,1,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,2,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,3,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,4,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,5,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,6,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,7,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,8,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,9,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,10,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,11,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,12,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,13,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,14,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,15,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,16,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,17,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,18,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,19,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,20,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,21,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,22,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,23,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,24,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,25,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,26,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,27,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,28,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,29,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,30,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,31,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,32,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,33,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,34,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,35,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,36,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,37,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,38,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,39,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,40,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,41,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,42,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,43,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,44,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,45,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,46,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,47,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,48,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,49,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,50,needs_ocr,extracted text has fewer than 40 characters
600682_2024_supporting_e03732d3,南京新百,600682,supporting,02_raw_pdf/600682_南京新百/supporting/600682_北京中名国成会计师事务所特殊普通合伙关于南京新百2024年年报问询函回复的核查意见1784025278288.pdf,51,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,1,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,2,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,3,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,4,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,5,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,6,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,7,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,8,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,9,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,10,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,11,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,12,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,13,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,14,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,15,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,16,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,17,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,18,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,19,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,20,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,21,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,22,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,23,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,24,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,25,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,26,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,27,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,28,needs_ocr,extracted text has fewer than 40 characters
603466_2025_supporting_069984f9,风语筑,603466,supporting,02_raw_pdf/603466_风语筑/supporting/603466_天职业字202533298号关于上海风语筑文化科技股份有限公司2024年年度报告的信息披露监管问询函的回复1784018347474.pdf,29,needs_ocr,extracted text has fewer than 40 characters
